"ClassName","Class","Parameter","ParameterLong","ParameterDescription","Phase","PhaseSpecific","StatCategory","Estimate","se","p"
"Jumper",9,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Moneyball",8,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",0.91038812298196,0.0627754253304434,1.17155491859272e-47
"Triple-Double",10,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Double-Double",2,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Painter",3,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Moneyball",8,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Triple-Double",10,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",-0.674743920996554,0.117069816866218,8.23370763253886e-09
"Pass First",6,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Center",4,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",-0.759347103581889,0.121134441821059,3.64236386375529e-10
"Big Jump",5,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Defender",1,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",-0.404364894910393,0.0537513745042169,5.35844710561591e-14
"Defender",1,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Jumper",9,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",0.347146776694868,0.0493531846475146,2.00797914669236e-12
"Anywhere",7,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",-0.276606643882841,0.0646077023494739,1.85782855347687e-05
"Big Jump",5,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",0.89806810197806,0.089615116702538,1.22763151120455e-23
"Center",4,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Pass First",6,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",-0.420287068492121,0.0307717642753461,1.80375016153473e-42
"Anywhere",7,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Variances",0.518593871029866,0.0244987879132697,1.87808998738937e-99
"Double-Double",2,"CATCH_SHOOT_PTS","Points from Catch and Shoot","Points per 36 minutes from catch and shoot","Offense","Shooting","Means",-0.156724566715458,0.160024815039971,0.327393911743851
"Jumper",9,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Defender",1,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Triple-Double",10,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Moneyball",8,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",-0.0819854502046125,0.0414625830184245,0.0480036843632168
"Big Jump",5,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",0.276126639186588,0.108132533634328,0.0106617353735579
"Pass First",6,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",0.105783965676338,0.0526309761627751,0.0444398294509252
"Pass First",6,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Defender",1,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",-0.0369830272134043,0.0660819292376103,0.57571534874218
"Jumper",9,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",-0.146304452149684,0.0366358078118496,6.51099253672275e-05
"Triple-Double",10,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",0.0198217863060172,0.0885742796890745,0.822922923151977
"Double-Double",2,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",-0.0816324294890931,0.0892355692715829,0.360298219293485
"Anywhere",7,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Painter",3,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Big Jump",5,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Anywhere",7,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",0.0551017200918051,0.0647375858476699,0.394683254612372
"Moneyball",8,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Center",4,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Double-Double",2,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Variances",0.962665935406674,0.0820338374278573,8.43402593901005e-32
"Painter",3,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",0.238021789564001,0.0938848805347331,0.0112366602331358
"Center",4,"CHARGES_DRAWN","Charges Drawn","Charges drawn per 36 minutes","Defense","Fouls","Means",-0.544440304526654,0.0174822735736884,6.42422093162642e-213
"Jumper",9,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Big Jump",5,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",0.681059583356275,0.104404946992982,6.87999874155152e-11
"Moneyball",8,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",-0.35100425470116,0.0312444970525128,2.77259992677608e-29
"Triple-Double",10,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Pass First",6,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",-0.527262310848886,0.0283760677756861,4.55913871235535e-77
"Defender",1,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",-0.116954664990577,0.0507877776614235,0.0212894661345369
"Painter",3,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Triple-Double",10,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",-0.464060743979348,0.0954071541143232,1.15034801817605e-06
"Defender",1,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Anywhere",7,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Moneyball",8,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Big Jump",5,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Pass First",6,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Painter",3,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",1.65347737762795,0.0395609014657955,0
"Jumper",9,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",-0.438319791268437,0.0257654013010127,6.69678896734486e-65
"Anywhere",7,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",-0.535421611717969,0.0370240004795499,2.12204947174242e-47
"Center",4,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Double-Double",2,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",1.14737018952692,0.164994549121013,3.55100685178279e-12
"Center",4,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Means",-1.18808643031098,0.0370871676913139,3.55478309634118e-225
"Double-Double",2,"CONTESTED_SHOTS_2PT","Contested 2s","Number of times closes out, raises hand to contest a 2pt shot per 36 minutes","Defense","Contesting","Variances",0.368076688233118,0.0259272440773279,9.62734312011736e-46
"Triple-Double",10,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Jumper",9,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Triple-Double",10,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",-0.30565317854093,0.153643181816958,0.0466603483339026
"Moneyball",8,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",0.0561232691930778,0.0504305371631922,0.265758837975082
"Big Jump",5,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",0.305489193239141,0.0908599681957608,0.00077324687599626
"Painter",3,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Jumper",9,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",0.00675616188864612,0.0571578362886721,0.905907725570684
"Big Jump",5,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Anywhere",7,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Defender",1,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",0.31158725640948,0.0850430380579333,0.000248425829570378
"Pass First",6,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Painter",3,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",0.208299362510636,0.0496870428809944,2.76229396299118e-05
"Center",4,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Pass First",6,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",-0.0563239242808789,0.0609042072580005,0.355072398790618
"Anywhere",7,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",-0.0449631487811293,0.0695646150345636,0.518052156537124
"Moneyball",8,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Double-Double",2,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",0.0394008858374556,0.101749067520781,0.698581617889282
"Center",4,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Means",-1.72367581906983,0.0342227986173214,0
"Defender",1,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Double-Double",2,"CONTESTED_SHOTS_3PT","Contested 3s","Number of times closes out, raises hand to contest a 3pt shot per 36 minutes","Defense","Contesting","Variances",0.812884648968963,0.0318440082717621,9.8670865968345e-144
"Big Jump",5,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Means",0.24785249521525,0.0794955269581241,0.0018219597305467
"Big Jump",5,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Variances",0.956214101243144,0.0492081352334727,4.13650781867477e-84
"Triple-Double",10,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Variances",0.956214101243144,0.0492081352334727,4.13650781867477e-84
"Center",4,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Means",0.28378114026638,0.100192833100543,0.00462072842704543
"Center",4,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Variances",0.956214101243144,0.0492081352334727,4.13650781867477e-84
"Defender",1,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Variances",0.956214101243144,0.0492081352334727,4.13650781867477e-84
"Double-Double",2,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Means",0.208323481003932,0.0958766155445822,0.0297931973841861
"Double-Double",2,"D_FG_PCT","Opponent FGPCT at Rim","Shooting percentage of opponent while player was defending the rim","Defense","Rebounding","Variances",0.956214101243144,0.0492081352334727,4.13650781867477e-84
